year,yr_surv,col_area,rs,nboffspring,sum_surv,yrlg_disp,death_type,massjun,massaug,nb_mass,uid,uid.year
2008,0,mm,lac,NA,NA,NA,NA,1854.304163,2746.956379,3,1823,1823 _ 2008
2005,1,bench,no,NA,NA,NA,NA,481.0677397,1505.083961,5,179,179 _ 2005
2006,1,river_rivermound,no,NA,NA,0,NA,1861.047119,3192.007878,5,179,179 _ 2006
2007,1,horsemound,wean,5,NA,NA,NA,2526.395726,3471.513996,13,179,179 _ 2007
2008,1,horsemound,wean,6,NA,NA,NA,2205.467584,3375.49223,7,179,179 _ 2008
2009,1,horsemound,wean,5,NA,NA,NA,2722.143952,3165.019739,9,179,179 _ 2009
2010,1,horsemound,preg,NA,NA,NA,NA,2942.377953,4185.024073,2,179,179 _ 2010
2011,0,horsemound,wean,6,NA,NA,NA,2483.416765,3693.281272,6,179,179 _ 2011
2006,1,mm,no,NA,NA,NA,NA,387.61307,1238.955884,2,1758,1758 _ 2006
2007,1,mm,no,NA,NA,0,NA,1750.449462,4396.101495,4,1758,1758 _ 2007
2008,0,mm,sire,1,NA,NA,NA,NA,NA,NA,1758,1758 _ 2008
2006,0,mm,no,NA,NA,NA,NA,403.399331,1202.951156,3,569,569 _ 2006
2006,1,horsemound,no,NA,NA,NA,NA,667.7719116,1894.87084,3,1417,1417 _ 2006
2007,0,horsemound,preg,NA,NA,0,NA,2082.314902,3368.440073,1,1417,1417 _ 2007
2005,0,gothictown,no,NA,NA,NA,NA,592.5554475,1329.58649,6,33,33 _ 2005
2006,0,picnic_middle,no,NA,NA,NA,NA,358.4989642,999.6650989,3,1116,1116 _ 2006
2004,1,picnic_upper,no,NA,NA,NA,NA,1594.973873,3263.714727,6,1883,1883 _ 2004
2005,1,stonefield,no,NA,NA,NA,NA,2765.510448,4303.526649,2,1883,1883 _ 2005
2006,0,stonefield,NA,NA,NA,NA,NA,NA,NA,NA,1883,1883 _ 2006
2004,0,river_southmound,no,NA,NA,NA,NA,494.8409667,1947.153831,6,1759,1759 _ 2004
2004,0,river_southmound,no,NA,NA,NA,NA,413.0466243,1808.795122,4,1953,1953 _ 2004
2004,0,picnic_lower,no,NA,NA,NA,NA,485.9165167,1327.033694,4,1071,1071 _ 2004
2004,1,river_sprucemound,no,NA,NA,NA,NA,599.8632656,2124.674742,11,826,826 _ 2004
2005,1,river,no,NA,NA,0,NA,1847.88686,3976.083976,8,826,826 _ 2005
2006,1,river,scro,NA,NA,NA,NA,3706.743625,5052.648287,4,826,826 _ 2006
2007,1,river,sire,10,NA,NA,NA,4399.43167,5742.089423,3,826,826 _ 2007
2008,1,river,sire,21,NA,NA,NA,4006.684482,6171.1152,2,826,826 _ 2008
2009,1,river,sire,17,NA,NA,NA,NA,NA,NA,826,826 _ 2009
2010,1,river_sprucemound,sire,13,NA,NA,NA,4228.563548,6269.33362,1,826,826 _ 2010
2011,1,river_sagemound,sire,8,NA,NA,NA,4040.48918,6227.727698,1,826,826 _ 2011
2012,1,river_rivermound,sire,6,NA,NA,NA,4682.845434,6665.903878,1,826,826 _ 2012
2013,1,river_southmound,sire,7,NA,NA,NA,NA,NA,NA,826,826 _ 2013
2014,1,river_southmound,sire,23,NA,NA,NA,3937.383878,6334.936089,1,826,826 _ 2014
2015,0,river_rivermound,sire,24,NA,NA,NA,NA,NA,NA,826,826 _ 2015
2006,1,picnic_lower,no,NA,NA,NA,NA,315.1685549,1305.558479,2,1779,1779 _ 2006
2007,0,picnic_lower,NA,NA,NA,1,NA,NA,NA,NA,1779,1779 _ 2007
2006,0,river,no,NA,NA,NA,NA,394.4271238,1263.460759,2,1422,1422 _ 2006
2007,0,gothictown,no,NA,NA,NA,NA,280.3762703,1016.194986,3,1058,1058 _ 2007
2007,1,gothictown,no,NA,NA,NA,NA,742.907142,2000.79578,2,1918,1918 _ 2007
2008,1,gothictown,NA,NA,NA,1,NA,NA,NA,NA,1918,1918 _ 2008
2009,0,gothictown,NA,NA,NA,NA,NA,NA,NA,NA,1918,1918 _ 2009
2006,1,boulder,no,NA,NA,NA,NA,464.3224207,1173.11951,3,1463,1463 _ 2006
2007,0,boulder,NA,NA,NA,NA,NA,NA,NA,NA,1463,1463 _ 2007
2006,1,picnic_upper,no,NA,NA,NA,NA,492.5861157,1138.73669,2,109,109 _ 2006
2007,1,picnic_lower,no,NA,NA,1,NA,1197.030619,2971.945431,1,109,109 _ 2007
2008,1,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,109,109 _ 2008
2009,0,picnic,NA,NA,NA,NA,NA,NA,NA,NA,109,109 _ 2009
2007,0,gothictown,no,NA,NA,NA,NA,701.9693335,1985.954611,1,1809,1809 _ 2007
2007,1,river,no,NA,NA,NA,NA,552.9710602,1832.85573,3,765,765 _ 2007
2008,1,river,no,NA,NA,0,NA,1496.688693,3992.71782,6,765,765 _ 2008
2009,1,horsemound,sire,4,NA,NA,NA,2952.431156,4511.590498,1,765,765 _ 2009
2010,0,river_rivermound,sire,2,NA,NA,NA,NA,NA,NA,765,765 _ 2010
2007,0,gothictown,no,NA,NA,NA,NA,843.9843131,2204.908837,1,1136,1136 _ 2007
2006,1,picnic_lower,no,NA,NA,NA,NA,289.5569218,1176.463643,6,1632,1632 _ 2006
2007,0,picnic_lower,no,NA,NA,1,NA,1394.781118,3398.847043,4,1632,1632 _ 2007
2006,1,picnic_lower,no,NA,NA,NA,NA,382.3437232,1413.85738,2,1402,1402 _ 2006
2007,0,picnic_lower,no,NA,NA,1,NA,1599.97494,3414.394072,1,1402,1402 _ 2007
2006,0,picnic_lower,no,NA,NA,NA,NA,382.8880012,956.302438,1,116,116 _ 2006
2007,0,river,no,NA,NA,NA,NA,539.0773324,1681.940817,2,1105,1105 _ 2007
2006,0,river,no,NA,NA,NA,NA,185.2346486,785.818502,3,379,379 _ 2006
2006,1,mm,no,NA,NA,NA,NA,335.9456309,1126.200711,5,1104,1104 _ 2006
2007,0,mm,no,NA,NA,1,NA,1748.419415,3950.633053,4,1104,1104 _ 2007
2006,1,mm,no,NA,NA,NA,NA,404.5125844,1255.107524,4,474,474 _ 2006
2007,0,mm,no,NA,NA,1,NA,1443.783976,3110.603765,1,474,474 _ 2007
2006,0,gothictown,no,NA,NA,NA,NA,366.1741977,1077.600575,1,1332,1332 _ 2006
2006,0,gothictown,no,NA,NA,NA,NA,378.3724954,1120.807957,2,949,949 _ 2006
2006,1,gothictown,no,NA,NA,NA,NA,481.138202,1223.356475,4,1411,1411 _ 2006
2007,1,gothictown,no,NA,NA,0,NA,2172.103522,4360.793725,7,1411,1411 _ 2007
2008,0,gothictown,scro,NA,NA,NA,NA,3135.059641,4678.396017,1,1411,1411 _ 2008
2006,1,mm,no,NA,NA,NA,NA,377.9768521,1214.934778,2,241,241 _ 2006
2007,1,mm,NA,NA,NA,1,NA,NA,NA,NA,241,241 _ 2007
2008,0,picnic_middle,NA,NA,NA,NA,NA,NA,NA,NA,241,241 _ 2008
2006,0,river,no,NA,NA,NA,NA,536.4496284,1372.703358,2,889,889 _ 2006
2006,0,bench,no,NA,NA,NA,NA,260.4733144,1322.886622,1,1257,1257 _ 2006
2006,0,gothictown,no,NA,NA,NA,NA,2112.298054,2280.929927,1,482,482 _ 2006
2006,0,gothictown,no,NA,NA,NA,NA,294.3612905,934.0765722,1,1003,1003 _ 2006
2006,0,gothictown,no,NA,NA,NA,NA,375.853397,1168.104235,1,236,236 _ 2006
2006,0,gothictown,no,NA,NA,NA,NA,271.9538193,1019.610094,2,862,862 _ 2006
2006,0,mm,no,NA,NA,NA,NA,370.2825723,1149.831238,4,1317,1317 _ 2006
2006,1,mm,no,NA,NA,NA,NA,297.6365599,1031.339724,3,165,165 _ 2006
2007,1,mm,no,NA,NA,0,NA,1367.220737,3138.249485,13,165,165 _ 2007
2008,1,mm,wean,4,NA,NA,NA,1949.398662,2799.181895,8,165,165 _ 2008
2009,0,mm,NA,NA,NA,NA,NA,NA,NA,NA,165,165 _ 2009
2006,1,mm,no,NA,NA,NA,NA,453.7512826,1248.980175,5,1315,1315 _ 2006
2007,0,mm,no,NA,NA,0,NA,1550.703141,3624.7328,9,1315,1315 _ 2007
2006,0,picnic_middle,no,NA,NA,NA,NA,226.1346403,758.4756779,1,646,646 _ 2006
2006,1,mm,no,NA,NA,NA,NA,366.7798448,1141.524843,3,154,154 _ 2006
2007,1,mm,no,NA,NA,0,NA,1275.08113,2911.775743,10,154,154 _ 2007
2008,0,mm,no,NA,NA,NA,NA,2103.923922,3587.324443,9,154,154 _ 2008
2006,0,picnic_upper,no,NA,NA,NA,NA,751.8172576,1182.059827,2,734,734 _ 2006
2007,0,gothictown,no,NA,NA,NA,NA,589.1939345,1798.768758,1,737,737 _ 2007
2006,1,picnic_upper,no,NA,NA,NA,NA,574.4202611,1077.664769,5,1458,1458 _ 2006
2007,0,picnic_lower,no,NA,NA,1,NA,1271.404291,3302.85175,4,1458,1458 _ 2007
2006,0,picnic_lower,no,NA,NA,NA,NA,456.105854,1427.697178,1,608,608 _ 2006
2007,1,mm,no,NA,NA,NA,NA,460.4169271,1319.569367,5,92,92 _ 2007
2008,0,mm,NA,NA,NA,NA,NA,NA,NA,NA,92,92 _ 2008
2006,0,picnic_lower,no,NA,NA,NA,NA,275.4208085,732.8213869,3,1319,1319 _ 2006
2006,1,mm,no,NA,NA,NA,NA,324.9050536,1057.903993,6,812,812 _ 2006
2007,0,mm,NA,NA,NA,1,NA,NA,NA,NA,812,812 _ 2007
2006,0,picnic_lower,no,NA,NA,NA,NA,488.1273519,1154.403135,1,265,265 _ 2006
2006,0,picnic_lower,no,NA,NA,NA,NA,323.3311321,1051.432467,1,251,251 _ 2006
2006,0,gothictown,no,NA,NA,NA,NA,389.0866176,1195.23253,1,1090,1090 _ 2006
2006,0,river,no,NA,NA,NA,NA,249.86468,961.8655287,1,687,687 _ 2006
2006,0,gothictown,no,NA,NA,NA,NA,481.074033,1169.821487,2,1420,1420 _ 2006
2006,0,picnic_lower,no,NA,NA,NA,NA,360.1948037,917.6411153,2,958,958 _ 2006
2006,0,mm,no,NA,NA,NA,NA,388.0701539,1220.992061,2,1148,1148 _ 2006
2006,0,picnic_upper,no,NA,NA,NA,NA,489.1011901,1170.60955,4,308,308 _ 2006
2006,0,gothictown,no,NA,NA,NA,NA,409.0544268,1234.222261,1,782,782 _ 2006
2006,1,bench,no,NA,NA,NA,NA,273.182699,1348.243732,3,739,739 _ 2006
2007,0,bench,no,NA,NA,0,NA,1753.730019,3113.692545,4,739,739 _ 2007
2006,1,picnic_middle,no,NA,NA,NA,NA,401.320651,973.3884477,5,111,111 _ 2006
2009,0,picnic_middle,NA,NA,NA,NA,NA,NA,NA,NA,111,111 _ 2009
2006,0,bench,no,NA,NA,NA,NA,435.2919814,1765.63885,4,326,326 _ 2006
2006,1,picnic_upper,no,NA,NA,1,NA,1024.17883,2930.891309,8,1335,1335 _ 2006
2007,0,picnic_middle,no,NA,NA,NA,NA,1962.097334,3367.292056,1,1335,1335 _ 2007
2006,0,gothictown,no,NA,NA,NA,NA,316.2243951,967.5839228,2,1293,1293 _ 2006
2007,0,river,no,NA,NA,NA,NA,582.0565254,1578.608679,1,1829,1829 _ 2007
2007,0,river,no,NA,NA,NA,NA,480.4516131,1397.177649,1,1218,1218 _ 2007
2007,0,river,no,NA,NA,NA,NA,432.6787383,1308.677101,8,1571,1571 _ 2007
2007,0,horsemound,no,NA,NA,NA,NA,486.0453242,1735.775493,3,1478,1478 _ 2007
2007,0,river,no,NA,NA,NA,NA,402.4236589,1297.588725,1,1493,1493 _ 2007
2007,0,horsemound,no,NA,NA,NA,NA,485.989336,1732.211849,1,1190,1190 _ 2007
2007,0,river,no,NA,NA,NA,NA,271.7581819,1068.157634,8,1368,1368 _ 2007
2007,0,stonefield,no,NA,NA,NA,NA,461.8625406,1311.96112,4,138,138 _ 2007
2007,0,river,no,NA,NA,NA,NA,480.5548196,1504.724176,5,1325,1325 _ 2007
2007,1,stonefield,no,NA,NA,NA,NA,468.0911041,1352.475982,3,666,666 _ 2007
2008,0,stonefield,no,NA,NA,0,NA,858.7943482,3339.306319,7,666,666 _ 2008
2008,0,gothictown,no,NA,NA,NA,NA,560.8467819,1757.06446,6,1339,1339 _ 2008
2007,0,horsemound,no,NA,NA,NA,NA,451.9188241,1661.369854,1,619,619 _ 2007
2008,0,bench,NA,NA,NA,NA,NA,436.2211429,1419.995453,2,483,483 _ 2008
2007,0,gothictown,no,NA,NA,NA,NA,843.9843131,2204.908837,1,1385,1385 _ 2007
2007,0,river,no,NA,NA,NA,NA,623.0121726,1602.944178,1,1784,1784 _ 2007
2007,1,picnic_upper,scro,NA,NA,NA,NA,2622.878024,4417.861452,3,1442,1442 _ 2007
2008,0,picnic_middle,sire,2,NA,NA,NA,2252.440458,4316.38376,5,1442,1442 _ 2008
2007,0,horsemound,no,NA,NA,NA,NA,344.5550054,1754.608495,4,842,842 _ 2007
2007,0,boulder,no,NA,NA,NA,NA,494.7970907,1398.742418,5,979,979 _ 2007
2007,1,horsemound,no,NA,NA,NA,NA,303.1971415,1450.278609,6,1968,1968 _ 2007
2008,0,horsemound,no,NA,NA,1,NA,1202.525014,2973.258267,1,1968,1968 _ 2008
2007,0,river,no,NA,NA,NA,NA,471.6051089,1564.000269,1,1062,1062 _ 2007
2007,1,river,no,NA,NA,NA,NA,652.4584327,1624.808346,7,1650,1650 _ 2007
2008,1,river,no,NA,NA,0,NA,1500.404163,3480.393899,8,1650,1650 _ 2008
2009,1,river,lac,NA,NA,NA,NA,2509.574963,3987.273283,5,1650,1650 _ 2009
2010,0,river_rivermound,no,NA,NA,NA,NA,3227.51531,4326.003525,1,1650,1650 _ 2010
2007,0,bench,no,NA,NA,NA,NA,254.7188764,1550.599351,1,1491,1491 _ 2007
2007,0,bench,no,NA,NA,NA,NA,881.4759043,2181.182022,1,1266,1266 _ 2007
2007,1,gothictown,no,NA,NA,NA,NA,302.670921,2186.141676,7,274,274 _ 2007
2008,0,gothictown,no,NA,NA,1,NA,1877.926244,4695.79535,1,274,274 _ 2008
2007,0,boulder,no,NA,NA,NA,NA,1461.944199,3349.495471,3,1452,1452 _ 2007
2007,0,boulder,no,NA,NA,NA,NA,469.389694,1563.634737,1,1464,1464 _ 2007
2007,1,boulder,no,NA,NA,0,NA,1335.826802,3262.175756,6,1147,1147 _ 2007
2008,0,picnic_upper,no,NA,NA,NA,NA,2063.861517,3762.193149,4,1147,1147 _ 2008
2007,0,bench,no,NA,NA,NA,NA,588.3754609,1776.057361,1,873,873 _ 2007
2007,0,stonefield,no,NA,NA,NA,NA,606.4240699,1487.396492,2,1595,1595 _ 2007
2007,1,mm,no,NA,NA,NA,NA,393.9655559,1228.386775,7,347,347 _ 2007
2008,1,mm,no,NA,NA,0,NA,868.6457809,3081.916927,1,347,347 _ 2008
2009,0,mm,NA,NA,NA,NA,NA,NA,NA,NA,347,347 _ 2009
2007,1,river,no,NA,NA,NA,NA,645.7371948,1689.603096,6,1949,1949 _ 2007
2008,0,river_rivermound,NA,NA,NA,NA,NA,NA,NA,NA,1949,1949 _ 2008
2007,0,gothictown,no,NA,NA,NA,NA,762.0650357,2080.99587,1,1955,1955 _ 2007
2007,0,stonefield,no,NA,NA,NA,NA,392.1488155,1164.900373,4,1839,1839 _ 2007
2007,0,picnic_lower,no,NA,NA,NA,NA,951.8482376,2666.899824,1,839,839 _ 2007
2006,0,picnic_lower,no,NA,NA,NA,NA,529.4191548,1225.17834,1,1173,1173 _ 2006
2006,0,picnic_upper,no,NA,NA,NA,NA,351.0098565,900.6865007,1,422,422 _ 2006
2006,0,picnic_lower,no,NA,NA,NA,NA,464.3503516,1449.051248,1,715,715 _ 2006
2006,1,picnic_upper,no,NA,NA,NA,NA,393.564829,939.2185015,3,286,286 _ 2006
2007,1,picnic_upper,no,NA,NA,0,NA,877.2363075,2469.888378,11,286,286 _ 2007
2008,1,picnic_upper,scro,NA,NA,NA,NA,2027.6521,3700.407247,2,286,286 _ 2008
2009,1,picnic_lower,scro,NA,NA,NA,NA,2895.649103,4453.963528,3,286,286 _ 2009
2010,1,picnic_upper,sire,8,NA,NA,NA,2778.878809,4503.400945,3,286,286 _ 2010
2011,0,picnic_upper,NA,NA,NA,NA,NA,NA,NA,NA,286,286 _ 2011
2006,1,picnic_upper,no,NA,NA,NA,NA,451.8637763,1098.607786,1,1047,1047 _ 2006
2007,0,picnic_lower,NA,NA,NA,1,NA,NA,NA,NA,1047,1047 _ 2007
2006,1,picnic_lower,no,NA,NA,NA,NA,555.0667855,1018.741167,6,1035,1035 _ 2006
2007,0,picnic_lower,no,NA,NA,1,NA,1121.777058,2848.72144,4,1035,1035 _ 2007
2006,1,picnic_lower,no,NA,NA,NA,NA,499.8668887,1547.267781,4,206,206 _ 2006
2007,0,picnic_lower,no,NA,NA,1,NA,1654.763044,3563.651881,4,206,206 _ 2007
2006,1,picnic_lower,no,NA,NA,NA,NA,541.0278238,1034.140073,2,1680,1680 _ 2006
2007,0,picnic_lower,NA,NA,NA,1,NA,NA,NA,NA,1680,1680 _ 2007
2006,0,picnic_upper,no,NA,NA,NA,NA,327.7121666,808.8461681,2,147,147 _ 2006
2006,0,picnic_upper,no,NA,NA,NA,NA,446.6368616,1063.397272,1,60,60 _ 2006
2006,0,picnic_upper,no,NA,NA,NA,NA,393.969044,975.281848,1,1488,1488 _ 2006
2006,1,picnic_upper,no,NA,NA,NA,NA,748.1183761,1205.900864,3,1506,1506 _ 2006
2007,0,picnic_lower,NA,NA,NA,1,NA,NA,NA,NA,1506,1506 _ 2007
2007,0,gothictown,no,NA,NA,NA,NA,NA,NA,NA,174,174 _ 2007
2007,0,gothictown,no,NA,NA,NA,NA,377.7126508,2322.406781,5,1887,1887 _ 2007
2007,1,mm,no,NA,NA,NA,NA,539.2590227,1800.314714,10,1837,1837 _ 2007
2008,0,mm,no,NA,NA,NA,NA,1170.153416,3560.432321,3,1837,1837 _ 2008
2006,1,picnic_lower,no,NA,NA,NA,NA,452.2639212,1035.179129,2,321,321 _ 2006
2007,1,picnic_lower,no,NA,NA,0,NA,1383.245675,3177.031648,11,321,321 _ 2007
2008,1,picnic_lower,wean,3,NA,NA,NA,2064.25354,3005.29407,12,321,321 _ 2008
2009,0,picnic_lower,wean,5,NA,NA,NA,2501.267926,3266.422907,7,321,321 _ 2009
2006,0,river,no,NA,NA,NA,NA,255.8428275,909.2727403,1,649,649 _ 2006
2007,0,beavertalus,no,NA,NA,NA,NA,625.4039737,1595.222872,1,1028,1028 _ 2007
2007,0,gothictown,no,NA,NA,NA,NA,387.4370306,2338.823338,3,96,96 _ 2007
2007,1,mm,no,NA,NA,NA,NA,279.3357557,1350.931688,4,908,908 _ 2007
2008,1,mm,no,NA,NA,1,NA,929.8635538,3361.365342,13,908,908 _ 2008
2009,0,mm,sire,1,NA,NA,NA,NA,NA,NA,908,908 _ 2009
2006,1,picnic_lower,no,NA,NA,NA,NA,283.504807,1287.097568,3,1310,1310 _ 2006
2007,0,picnic_upper,NA,NA,NA,1,NA,NA,NA,NA,1310,1310 _ 2007
2006,0,river,no,NA,NA,NA,NA,389.310215,1197.207856,1,817,817 _ 2006
2007,0,beavertalus,no,NA,NA,NA,NA,594.6465024,1523.755374,1,68,68 _ 2007
2007,0,mm,no,NA,NA,NA,NA,502.5675036,1086.529005,10,647,647 _ 2007
2006,1,picnic_lower,no,NA,NA,NA,NA,337.0166468,1233.981887,3,374,374 _ 2006
2007,1,picnic_lower,no,NA,NA,0,NA,1407.835216,3370.316024,4,374,374 _ 2007
2008,0,picnic_lower,no,NA,NA,NA,NA,2067.113214,3284.141084,1,374,374 _ 2008
2007,1,boulder,no,NA,NA,0,NA,1443.221066,3369.639893,5,1409,1409 _ 2007
2008,0,boulder,NA,NA,NA,NA,NA,NA,NA,NA,1409,1409 _ 2008
2007,1,picnic_upper,no,NA,NA,0,NA,904.5442307,2452.878009,2,501,501 _ 2007
2008,0,picnic_upper,no,NA,NA,NA,NA,1761.910243,2902.58203,2,501,501 _ 2008
2007,0,river,no,NA,NA,NA,NA,296.8149189,1241.053983,6,383,383 _ 2007
2006,0,picnic_lower,no,NA,NA,NA,NA,434.2994868,1074.27033,2,1078,1078 _ 2006
2008,0,gothictown,NA,NA,NA,NA,NA,661.4525418,1826.850302,2,281,281 _ 2008
2007,1,mm,no,NA,NA,NA,NA,447.6793406,1327.373306,2,1294,1294 _ 2007
2008,1,mm,no,NA,NA,0,NA,905.5317138,2835.249717,11,1294,1294 _ 2008
2009,1,mm,wean,1,NA,NA,NA,2055.394501,2813.733654,14,1294,1294 _ 2009
2010,1,mm_aspen,wean,3,NA,NA,NA,2428.441261,3261.484999,14,1294,1294 _ 2010
2011,1,mm_aspen,no,NA,NA,NA,NA,2229.050547,3974.813336,9,1294,1294 _ 2011
2012,0,mm_aspen,wean,7,NA,NA,NA,3114.864977,3278.897041,5,1294,1294 _ 2012
2007,1,mm,no,NA,NA,NA,NA,529.8291746,1544.430399,4,1223,1223 _ 2007
2008,0,mm,no,NA,NA,1,NA,1107.018929,4191.177472,6,1223,1223 _ 2008
2007,1,mm,no,NA,NA,NA,NA,331.133588,1516.120161,4,991,991 _ 2007
2008,1,mm,no,NA,NA,0,NA,1084.486061,3249.968808,12,991,991 _ 2008
2009,1,mm,wean,3,NA,NA,NA,2466.527065,3045.497988,14,991,991 _ 2009
2010,0,mm_aspen,wean,4,NA,NA,NA,2826.12046,3637.402145,14,991,991 _ 2010
2007,0,mm,no,NA,NA,NA,NA,402.8442657,1272.590484,1,1813,1813 _ 2007
2007,1,mm,no,NA,NA,NA,NA,340.2015099,1555.021586,3,1568,1568 _ 2007
2008,0,mm,no,NA,NA,1,NA,1019.104513,4077.436201,3,1568,1568 _ 2008
2006,0,river,no,NA,NA,NA,NA,348.8101287,1053.678703,6,160,160 _ 2006
2006,0,picnic_upper,no,NA,NA,NA,NA,537.1969194,1005.693318,1,502,502 _ 2006
2006,0,mm,no,NA,NA,NA,NA,546.0552376,1489.736944,5,1056,1056 _ 2006
2006,1,picnic_lower,no,NA,NA,NA,NA,227.7770419,1096.033252,4,1423,1423 _ 2006
2007,0,picnic_lower,no,NA,NA,1,NA,1323.334687,3104.80266,2,1423,1423 _ 2007
2006,1,mm,no,NA,NA,NA,NA,440.5108471,1296.529518,3,720,720 _ 2006
2007,1,mm,no,NA,NA,0,NA,1308.552004,2955.714539,2,720,720 _ 2007
2008,1,mm,no,NA,NA,NA,NA,2085.640801,3886.582707,2,720,720 _ 2008
2009,1,mm,wean,2,NA,NA,NA,2160.741242,3125.66643,3,720,720 _ 2009
2010,1,mm_maintalus,wean,6,NA,NA,NA,2654.364101,3343.484564,2,720,720 _ 2010
2011,1,mm_maintalus,wean,4,NA,NA,NA,2305.563032,3518.010361,3,720,720 _ 2011
2012,1,mm_maintalus,wean,3,NA,NA,NA,3013.655432,3673.397047,1,720,720 _ 2012
2013,1,mm_maintalus,wean,4,NA,NA,NA,2802.599914,3786.631831,2,720,720 _ 2013
2014,1,mm_maintalus,wean,5,NA,NA,NA,2667.070994,3706.167785,2,720,720 _ 2014
2015,1,mm_maintalus,wean,4,NA,NA,NA,NA,NA,NA,720,720 _ 2015
2016,0,mm_maintalus,lac,NA,NA,NA,NA,2686.705145,3572.852751,1,720,720 _ 2016
2006,0,river,no,NA,NA,NA,NA,268.1365001,1002.201076,2,1890,1890 _ 2006
2006,1,mm,no,NA,NA,NA,NA,462.3775005,1430.15254,3,748,748 _ 2006
2007,1,mm,no,NA,NA,1,NA,1393.60725,3464.516459,3,748,748 _ 2007
2008,0,mm,sire,1,NA,NA,NA,2170.313022,3833.985054,1,748,748 _ 2008
2006,0,gothictown,no,NA,NA,NA,NA,478.1411571,1136.503048,2,1986,1986 _ 2006
2006,0,mm,no,NA,NA,NA,NA,590.9194451,1597.939526,1,48,48 _ 2006
2006,0,picnic_lower,no,NA,NA,NA,NA,457.217291,1092.397443,5,555,555 _ 2006
2006,0,picnic_upper,no,NA,NA,NA,NA,442.7273766,1021.419262,3,1331,1331 _ 2006
2008,0,northpk,scro,NA,NA,1,NA,1955.280576,5258.907186,1,133,133 _ 2008
2008,0,cliff,no,NA,NA,NA,NA,333.3313061,1110.434988,1,1634,1634 _ 2008
2008,0,northpk,no,NA,NA,NA,NA,1675.075352,2319.333635,1,1606,1606 _ 2008
2008,0,cliff,no,NA,NA,NA,NA,344.3618215,1204.966015,1,692,692 _ 2008
2008,0,cliff,no,NA,NA,NA,NA,279.7870771,1057.45096,3,1202,1202 _ 2008
2008,0,cliff,no,NA,NA,NA,NA,315.5974154,1105.220483,3,1569,1569 _ 2008
2008,1,northpk,no,NA,NA,NA,NA,453.6916767,1247.060266,5,1814,1814 _ 2008
2009,0,northpk,no,NA,NA,1,NA,1058.30723,2573.591614,2,1814,1814 _ 2009
2007,1,northpk,no,NA,NA,0,NA,1397.766442,3024.996374,3,227,227 _ 2007
2008,0,northpk,NA,NA,NA,NA,NA,NA,NA,NA,227,227 _ 2008
2008,0,northpk,no,NA,NA,NA,NA,2405.774171,4072.146191,10,1937,1937 _ 2008
2008,1,northpk,no,NA,NA,NA,NA,NA,NA,NA,1519,1519 _ 2008
2009,0,northpk,no,NA,NA,1,NA,1034.482384,2678.703576,1,1519,1519 _ 2009
2007,0,cliff,no,NA,NA,NA,NA,517.9557158,1326.010311,2,1328,1328 _ 2007
2008,1,northpk,no,NA,NA,NA,NA,464.3810726,1263.090467,1,1858,1858 _ 2008
2009,0,northpk,NA,NA,NA,NA,NA,NA,NA,NA,1858,1858 _ 2009
2008,0,northpk,no,NA,NA,NA,NA,361.3399597,1008.879246,1,890,890 _ 2008
2008,0,northpk,no,NA,NA,1,NA,1001.136187,3440.602288,4,400,400 _ 2008
2007,1,northpk,no,NA,NA,NA,NA,439.7563064,1127.809614,3,1646,1646 _ 2007
2008,0,northpk,no,NA,NA,1,NA,876.4183037,2898.52751,1,1646,1646 _ 2008
2007,0,cliff,no,NA,NA,NA,NA,554.4947941,1391.103123,4,72,72 _ 2007
2008,0,northpk,no,NA,NA,0,NA,980.5609528,2983.686597,2,1824,1824 _ 2008
2007,0,cliff,wean,3,NA,NA,NA,2007.303759,2813.847244,1,1018,1018 _ 2007
2008,1,northpk,no,NA,NA,NA,NA,504.1782925,1358.318454,6,475,475 _ 2008
2009,0,northpk,NA,NA,NA,NA,NA,NA,NA,NA,475,475 _ 2009
2008,1,northpk,sire,2,NA,NA,NA,2866.536807,4797.556556,9,365,365 _ 2008
2009,1,northpk,sire,6,NA,NA,NA,3247.987617,4682.726286,1,365,365 _ 2009
2010,0,northpk,sire,2,NA,NA,NA,NA,NA,NA,365,365 _ 2010
2007,0,northpk,no,NA,NA,NA,NA,2363.492699,3758.402123,1,1048,1048 _ 2007
2007,0,cliff,no,NA,NA,NA,NA,614.9935609,1562.462512,2,240,240 _ 2007
2008,1,northpk,lac,NA,NA,NA,NA,1996.771046,3112.385556,4,1541,1541 _ 2008
2009,0,northpk,NA,NA,NA,NA,NA,NA,NA,NA,1541,1541 _ 2009
2008,1,northpk,no,NA,NA,NA,NA,364.3831693,1237.677432,2,70,70 _ 2008
2009,0,northpk,no,NA,NA,1,NA,953.229951,2680.880447,3,70,70 _ 2009
2007,0,northpk,NA,NA,NA,NA,NA,NA,NA,NA,1302,1302 _ 2007
2007,0,northpk,no,NA,NA,NA,NA,1433.130053,3107.427563,3,1577,1577 _ 2007
2008,1,northpk,no,NA,NA,0,NA,914.6784134,2867.156942,1,910,910 _ 2008
2009,0,northpk,scro,NA,NA,NA,NA,1492.01814,2588.070435,1,910,910 _ 2009
2007,1,northpk,no,NA,NA,0,NA,1308.40886,2861.110041,5,398,398 _ 2007
