colony_year,pup_sex,pup_yrborn,pup_col_area,pup_emerjdate,aug15_emerge,pup_littersizeborn,indegree,outdegree,betweenness,outcloseness,incloseness,local_clustering,neg_ave_shortest_path,ave_shortest_path,eigenv,outstrength,instrength,valley,pup_summer_surv,pup_year_surv,yearly_pred_index,overall_pred_index,pup_massjun,pup_massaug,mass_gain,mass_gain.day,mother_age,cluster,groupID,year,group_size,network_size,mother_uid,pup_uid,mother_year
picnic_2006,F,2006,picnic,195,32,5,0.06,0.06,0.111836735,0.090415913,0.020833333,0.066666667,-2.857384442,2.857384442,0.016129649,9,4,uv,0,0,high,high,393.969044,975.281848,581.312804,18.16602513,NA,68,14_pc_68,2006,3,44,79,791,79 _ 2006
picnic_2006,M,2006,picnic,NA,NA,5,0.06,0.06,0.111836735,0.090415913,0.020833333,0.066666667,-2.857384442,2.857384442,0.016129649,9,4,uv,1,0,high,high,331.6871177,1094.749339,763.0622213,NA,NA,68,14_pc_68,2006,3,44,79,183,79 _ 2006
picnic_2006,M,2006,picnic,195,32,5,0.06,0.06,0.111836735,0.090415913,0.020833333,0.066666667,-2.857384442,2.857384442,0.016129649,9,4,uv,1,0,high,high,489.1011901,1170.60955,681.5083599,21.29713625,NA,68,14_pc_68,2006,3,44,79,353,79 _ 2006
picnic_2006,F,2006,picnic,195,32,5,0.06,0.06,0.111836735,0.090415913,0.020833333,0.066666667,-2.857384442,2.857384442,0.016129649,9,4,uv,0,0,high,high,446.6368616,1063.397272,616.7604104,19.27376283,NA,68,14_pc_68,2006,3,44,79,509,79 _ 2006
river_2002,F,2002,river,177,50,3,0.2,0.166666667,0.025954495,0.379746835,0.265486726,0.327272727,-2.982222222,2.982222222,0.670525104,7,18,dv,0,0,low,high,604.839264,1985.325844,1380.48658,27.6097316,5,5,14_br_5,2002,11,14,29,428,29 _ 2002
river_2002,F,2002,river,NA,NA,3,0.2,0.166666667,0.025954495,0.379746835,0.265486726,0.327272727,-2.982222222,2.982222222,0.670525104,7,18,dv,1,1,low,high,776.249555,1825.694088,1049.444533,NA,5,5,14_br_5,2002,11,14,29,342,29 _ 2002
river_2002,M,2002,river,177,50,3,0.2,0.166666667,0.025954495,0.379746835,0.265486726,0.327272727,-2.982222222,2.982222222,0.670525104,7,18,dv,1,1,low,high,609.6795383,2252.775539,1643.096001,32.86192001,5,5,14_br_5,2002,11,14,29,939,29 _ 2002
river_2003,F,2003,river,172,55,6,0.095238095,0.047619048,0.007823129,0.147887324,0.134615385,0,-2.501529052,2.501529052,0.030285879,1,4,dv,1,1,low,low,386.1788579,1499.635713,1113.456855,20.24467009,6,5,14_br_5,2003,8,27,29,542,29 _ 2003
river_2003,F,2003,river,NA,NA,6,0.095238095,0.047619048,0.007823129,0.147887324,0.134615385,0,-2.501529052,2.501529052,0.030285879,1,4,dv,1,1,low,low,641.8173845,1533.111472,891.2940875,NA,6,5,14_br_5,2003,8,27,29,246,29 _ 2003
river_2003,F,2003,river,NA,NA,6,0.095238095,0.047619048,0.007823129,0.147887324,0.134615385,0,-2.501529052,2.501529052,0.030285879,1,4,dv,1,1,low,low,670.95071,1744.5874,1073.63669,NA,6,5,14_br_5,2003,8,27,29,170,29 _ 2003
river_2003,F,2003,river,172,55,6,0.095238095,0.047619048,0.007823129,0.147887324,0.134615385,0,-2.501529052,2.501529052,0.030285879,1,4,dv,1,1,low,low,369.751274,1551.39184,1181.640566,21.48437393,6,5,14_br_5,2003,8,27,29,396,29 _ 2003
river_2003,M,2003,river,172,55,6,0.095238095,0.047619048,0.007823129,0.147887324,0.134615385,0,-2.501529052,2.501529052,0.030285879,1,4,dv,1,1,low,low,363.0958901,1763.316468,1400.220578,25.45855596,6,5,14_br_5,2003,8,27,29,1009,29 _ 2003
river_2003,M,2003,river,NA,NA,6,0.095238095,0.047619048,0.007823129,0.147887324,0.134615385,0,-2.501529052,2.501529052,0.030285879,1,4,dv,1,1,low,low,734.4094203,1778.85317,1044.44375,NA,6,5,14_br_5,2003,8,27,29,647,29 _ 2003
river_2004,M,2004,river,178,49,4,0.088888889,0.066666667,0.041051537,0.107913669,0.075885329,0.285714286,-3.681950509,3.681950509,0.244613644,4,5,dv,1,0,high,low,513.5157689,1923.756281,1410.240512,28.78041861,7,13,14_br_13,2004,4,27,29,631,29 _ 2004
river_2004,F,2004,river,178,49,4,0.088888889,0.066666667,0.041051537,0.107913669,0.075885329,0.285714286,-3.681950509,3.681950509,0.244613644,4,5,dv,1,1,high,low,449.1608033,1646.093218,1196.932415,24.42719214,7,13,14_br_13,2004,4,27,29,1040,29 _ 2004
river_2004,M,2004,river,178,49,4,0.088888889,0.066666667,0.041051537,0.107913669,0.075885329,0.285714286,-3.681950509,3.681950509,0.244613644,4,5,dv,1,1,high,low,526.6795007,1806.831037,1280.151536,26.12554156,7,13,14_br_13,2004,4,27,29,825,29 _ 2004
river_2004,F,2004,river,178,49,4,0.088888889,0.066666667,0.041051537,0.107913669,0.075885329,0.285714286,-3.681950509,3.681950509,0.244613644,4,5,dv,0,0,high,low,455.3784025,1640.319566,1184.941164,24.18247272,7,13,14_br_13,2004,4,27,29,855,29 _ 2004
river_2005,F,2005,river,180,47,4,0.04,0.08,0.085048901,0.090252708,0.078864353,0.066666667,-3.295508274,3.295508274,0.206477761,7,6,dv,0,0,low,high,519.6299586,1584.878315,1065.248356,22.66485865,8,1,14_br_1,2005,1,37,29,814,29 _ 2005
river_2005,F,2005,river,180,47,4,0.04,0.08,0.085048901,0.090252708,0.078864353,0.066666667,-3.295508274,3.295508274,0.206477761,7,6,dv,1,1,low,high,466.2547352,1436.439802,970.1850668,20.64223546,8,1,14_br_1,2005,1,37,29,811,29 _ 2005
river_2005,F,2005,river,180,47,4,0.04,0.08,0.085048901,0.090252708,0.078864353,0.066666667,-3.295508274,3.295508274,0.206477761,7,6,dv,1,1,low,high,493.2433875,1497.011933,1003.768546,21.35677756,8,1,14_br_1,2005,1,37,29,175,29 _ 2005
river_2005,M,2005,river,180,47,4,0.04,0.08,0.085048901,0.090252708,0.078864353,0.066666667,-3.295508274,3.295508274,0.206477761,7,6,dv,1,1,low,high,447.3918,1607.51014,1160.11834,24.68336894,8,1,14_br_1,2005,1,37,29,877,29 _ 2005
river_2006,F,2006,river,184,43,4,0.184210526,0.131578947,0.118161994,0.044653349,0.053977273,0.136363636,-2.466666667,2.466666667,0.814095126,15,29,dv,1,0,low,low,428.5376207,1268.803116,840.2654953,19.54105803,9,12,14_br_12,2006,7,35,29,482,29 _ 2006
river_2006,M,2006,river,184,43,4,0.184210526,0.131578947,0.118161994,0.044653349,0.053977273,0.136363636,-2.466666667,2.466666667,0.814095126,15,29,dv,0,0,low,low,536.8831168,1583.013209,1046.130092,24.3286068,9,12,14_br_12,2006,7,35,29,310,29 _ 2006
river_2006,M,2006,river,184,43,4,0.184210526,0.131578947,0.118161994,0.044653349,0.053977273,0.136363636,-2.466666667,2.466666667,0.814095126,15,29,dv,1,0,low,low,495.4772528,1440.408037,944.9307842,21.97513452,9,12,14_br_12,2006,7,35,29,810,29 _ 2006
river_2006,F,2006,river,184,43,4,0.184210526,0.131578947,0.118161994,0.044653349,0.053977273,0.136363636,-2.466666667,2.466666667,0.814095126,15,29,dv,1,0,low,low,425.531355,1253.971183,828.439828,19.26604251,9,12,14_br_12,2006,7,35,29,514,29 _ 2006
river_2007,F,2007,river,176,51,4,0.09375,0.0625,0,0.082901554,0.082901554,0.3,-2.235181644,2.235181644,0.213584241,5,26,dv,0,0,high,high,389.5274019,1518.245837,1128.718435,22.13173402,10,14,14_br_14,2007,6,30,29,294,29 _ 2007
river_2007,F,2007,river,NA,NA,4,0.09375,0.0625,0,0.082901554,0.082901554,0.3,-2.235181644,2.235181644,0.213584241,5,26,dv,0,0,high,high,623.0121726,1602.944178,979.9320054,NA,10,14,14_br_14,2007,6,30,29,227,29 _ 2007
river_2007,M,2007,river,NA,NA,4,0.09375,0.0625,0,0.082901554,0.082901554,0.3,-2.235181644,2.235181644,0.213584241,5,26,dv,0,0,high,high,582.0565254,1578.608679,996.5521536,NA,10,14,14_br_14,2007,6,30,29,513,29 _ 2007
river_2007,F,2007,river,176,51,4,0.09375,0.0625,0,0.082901554,0.082901554,0.3,-2.235181644,2.235181644,0.213584241,5,26,uv,0,0,high,high,393.0599927,1544.842804,1151.782811,22.58397669,10,14,14_br_14,2007,6,30,29,1028,29 _ 2007
river_2008,M,2008,river,NA,NA,4,0.052631579,0.052631579,0,0.065068493,0.070110701,1,-1.881818182,1.881818182,0,1,2,dv,1,1,low,high,493.2159362,1459.525117,966.3091808,NA,11,20,14_br_20,2008,2,25,29,639,29 _ 2008
river_2008,F,2008,river,185,42,4,0.052631579,0.052631579,0,0.065068493,0.070110701,1,-1.881818182,1.881818182,0,1,2,dv,1,1,low,high,506.2803035,1540.402304,1034.122001,24.62195239,11,20,14_br_20,2008,2,25,29,269,29 _ 2008
river_2008,M,2008,river,NA,NA,4,0.052631579,0.052631579,0,0.065068493,0.070110701,1,-1.881818182,1.881818182,0,1,2,dv,0,0,low,high,410.8630721,1306.95357,896.0904979,NA,11,20,14_br_20,2008,2,25,29,291,29 _ 2008
river_2008,F,2008,river,191,36,4,0.052631579,0.052631579,0,0.065068493,0.070110701,1,-1.881818182,1.881818182,0,1,2,dv,1,1,low,high,388.669713,1067.580809,678.911096,18.85864156,11,20,14_br_20,2008,2,25,29,498,29 _ 2008
picnic_2006,F,2006,picnic,203,24,4,0.2,0.08,0.068184832,0.075987842,0.126582278,0.241758242,-2.857384442,2.857384442,0.456133007,7,21,uv,0,0,high,high,537.1969194,1005.693318,468.4963986,19.52068328,4,72,14_pc_72,2006,4,44,39,463,39 _ 2006
picnic_2006,M,2006,picnic,NA,NA,4,0.2,0.08,0.068184832,0.075987842,0.126582278,0.241758242,-2.857384442,2.857384442,0.456133007,7,21,uv,1,0,high,high,263.0323597,926.4221962,663.3898365,NA,4,72,14_pc_72,2006,4,44,39,256,39 _ 2006
picnic_2006,M,2006,picnic,203,24,4,0.2,0.08,0.068184832,0.075987842,0.126582278,0.241758242,-2.857384442,2.857384442,0.456133007,7,21,uv,1,1,high,high,541.0278238,1034.140073,493.1122492,20.54634372,4,72,14_pc_72,2006,4,44,39,1017,39 _ 2006
picnic_2006,M,2006,picnic,203,24,4,0.2,0.08,0.068184832,0.075987842,0.126582278,0.241758242,-2.857384442,2.857384442,0.456133007,7,21,uv,1,1,high,high,574.4202611,1077.664769,503.2445079,20.96852116,4,72,14_pc_72,2006,4,44,39,874,39 _ 2006
picnic_2010,M,2010,picnic,209,18,1,0.071428571,0.035714286,0,0.085889571,0.053231939,1,-2.963636364,2.963636364,0.055752095,3,3,uv,1,0,high,high,511.8744273,873.5093502,361.6349229,20.09082905,8,43,14_pc_43,2010,3,18,39,160,39 _ 2010
mm_2003,M,2003,mm,178,49,5,0.071428571,0,0,0.066666667,0.071428571,NA,-1.632653061,1.632653061,0,0,1,uv,1,1,high,low,413.0878437,1666.474705,1253.386861,25.5793237,3,14,14_mm_14,2003,6,11,49,827,49 _ 2003
mm_2003,M,2003,mm,178,49,5,0.071428571,0,0,0.066666667,0.071428571,NA,-1.632653061,1.632653061,0,0,1,uv,1,1,high,low,475.3992497,1822.218509,1346.819259,27.48610733,3,14,14_mm_14,2003,6,11,49,112,49 _ 2003
mm_2003,M,2003,mm,178,49,5,0.071428571,0,0,0.066666667,0.071428571,NA,-1.632653061,1.632653061,0,0,1,uv,1,1,high,low,391.9712266,1540.953273,1148.982046,23.44861319,3,14,14_mm_14,2003,6,11,49,795,49 _ 2003
mm_2003,F,2003,mm,178,49,5,0.071428571,0,0,0.066666667,0.071428571,NA,-1.632653061,1.632653061,0,0,1,uv,1,1,high,low,392.4102151,1485.201407,1092.791192,22.30186106,3,14,14_mm_14,2003,6,11,49,245,49 _ 2003
mm_2003,M,2003,mm,178,49,5,0.071428571,0,0,0.066666667,0.071428571,NA,-1.632653061,1.632653061,0,0,1,uv,1,1,high,low,373.1917466,1499.959009,1126.767262,22.99525025,3,14,14_mm_14,2003,6,11,49,233,49 _ 2003
river_2004,M,2004,river,178,49,3,0.133333333,0.111111111,0.062354665,0.115089514,0.075885329,0.236363636,-3.681950509,3.681950509,0.475085982,11,18,dv,1,1,high,low,429.5286499,1643.436654,1213.908004,24.77363274,2,17,14_br_17,2004,1,27,8,918,8 _ 2004
river_2004,M,2004,river,178,49,3,0.133333333,0.111111111,0.062354665,0.115089514,0.075885329,0.236363636,-3.681950509,3.681950509,0.475085982,11,18,dv,1,1,high,low,302.4997627,1357.003746,1054.503983,21.52048946,2,17,14_br_17,2004,1,27,8,593,8 _ 2004
river_2004,F,2004,river,178,49,3,0.133333333,0.111111111,0.062354665,0.115089514,0.075885329,0.236363636,-3.681950509,3.681950509,0.475085982,11,18,dv,1,0,high,low,320.4408808,1424.76275,1104.321869,22.537181,2,17,14_br_17,2004,1,27,8,1027,8 _ 2004
picnic_2004,M,2004,picnic,192,35,2,0.071428571,0.119047619,0.101573224,0.040114613,0.049353702,0.107142857,-3.664136622,3.664136622,0.511274883,5,5,uv,1,0,high,high,587.3868241,1495.35474,907.9679159,25.94194045,2,41,14_pc_41,2004,2,33,37,334,37 _ 2004
picnic_2004,M,2004,picnic,192,35,2,0.071428571,0.119047619,0.101573224,0.040114613,0.049353702,0.107142857,-3.664136622,3.664136622,0.511274883,5,5,uv,0,0,high,high,597.4040906,1481.02775,883.6236594,25.24639027,2,41,14_pc_41,2004,2,33,37,913,37 _ 2004
picnic_2005,F,2005,picnic,NA,NA,2,0.204545455,0.113636364,0.11395339,0.170542636,0.063583815,0.175824176,-3.263239875,3.263239875,0.729162859,16,18,uv,1,1,high,high,329.5853697,1065.578196,735.9928263,NA,3,60,14_pc_60,2005,7,40,37,358,37 _ 2005
picnic_2005,F,2005,picnic,NA,NA,2,0.204545455,0.113636364,0.11395339,0.170542636,0.063583815,0.175824176,-3.263239875,3.263239875,0.729162859,16,18,uv,1,1,high,high,341.2952901,1073.278822,731.9835319,NA,3,60,14_pc_60,2005,7,40,37,954,37 _ 2005
picnic_2006,M,2006,picnic,203,24,2,0.1,0.08,0.002010217,0.075528701,0.119617225,0.277777778,-2.857384442,2.857384442,0.340739838,9,8,uv,0,0,high,high,619.707934,1141.564488,521.856554,21.74402308,4,41,14_pc_41,2006,4,44,37,882,37 _ 2006
picnic_2006,M,2006,picnic,203,24,2,0.1,0.08,0.002010217,0.075528701,0.119617225,0.277777778,-2.857384442,2.857384442,0.340739838,9,8,uv,1,1,high,high,555.0667855,1018.741167,463.6743815,19.3197659,4,41,14_pc_41,2006,4,44,37,734,37 _ 2006
picnic_2007,F,2007,picnic,NA,NA,1,0.02,0.02,0.00160176,0.055126792,0.074515648,0,-3.635752688,3.635752688,0.010019157,1,1,uv,1,0,low,high,271.9768312,945.558579,673.5817478,NA,5,44,14_pc_44,2007,3,47,37,961,37 _ 2007
picnic_2005,M,2005,picnic,NA,NA,3,0.159090909,0.159090909,0.267989088,0.178137652,0.062857143,0.142857143,-3.263239875,3.263239875,0.611728099,15,30,uv,1,1,high,high,346.1801779,1178.655773,832.4755951,NA,3,60,14_pc_60,2005,7,40,82,400,82 _ 2005
picnic_2005,F,2005,picnic,NA,NA,3,0.159090909,0.159090909,0.267989088,0.178137652,0.062857143,0.142857143,-3.263239875,3.263239875,0.611728099,15,30,uv,1,1,high,high,363.7176253,1098.740332,735.0227067,NA,3,60,14_pc_60,2005,7,40,82,973,82 _ 2005
picnic_2005,M,2005,picnic,NA,NA,3,0.159090909,0.159090909,0.267989088,0.178137652,0.062857143,0.142857143,-3.263239875,3.263239875,0.611728099,15,30,uv,1,1,high,high,409.0040176,1327.908975,918.9049574,NA,3,60,14_pc_60,2005,7,40,82,580,82 _ 2005
picnic_2010,F,2010,picnic,209,18,3,0.035714286,0.035714286,0,0.035714286,0.035714286,0,-2.963636364,2.963636364,1.18E-16,2,2,uv,0,0,high,high,494.1350752,858.9830728,364.8479976,20.2693332,8,43,14_pc_43,2010,3,18,82,257,82 _ 2010
picnic_2010,F,2010,picnic,209,18,3,0.035714286,0.035714286,0,0.035714286,0.035714286,0,-2.963636364,2.963636364,1.18E-16,2,2,uv,1,0,high,high,505.2267197,860.0624535,354.8357338,19.71309632,8,43,14_pc_43,2010,3,18,82,689,82 _ 2010
picnic_2010,M,2010,picnic,209,18,3,0.035714286,0.035714286,0,0.035714286,0.035714286,0,-2.963636364,2.963636364,1.18E-16,2,2,uv,1,0,high,high,435.2599683,764.648636,329.3886677,18.29937043,8,43,14_pc_43,2010,3,18,82,405,82 _ 2010
picnic_2005,M,2005,picnic,NA,NA,6,0.090909091,0.068181818,0.013834131,0.173228346,0.062234795,0.333333333,-3.263239875,3.263239875,0.408514591,4,5,uv,1,1,high,high,406.5379406,1348.661648,942.1237074,NA,3,60,14_pc_60,2005,7,40,61,672,61 _ 2005
picnic_2005,M,2005,picnic,NA,NA,6,0.090909091,0.068181818,0.013834131,0.173228346,0.062234795,0.333333333,-3.263239875,3.263239875,0.408514591,4,5,uv,1,1,high,high,365.7347746,1240.631916,874.8971414,NA,3,60,14_pc_60,2005,7,40,61,607,61 _ 2005
picnic_2005,M,2005,picnic,NA,NA,6,0.090909091,0.068181818,0.013834131,0.173228346,0.062234795,0.333333333,-3.263239875,3.263239875,0.408514591,4,5,uv,1,1,high,high,429.8033873,1397.615337,967.8119497,NA,3,60,14_pc_60,2005,7,40,61,506,61 _ 2005
picnic_2005,F,2005,picnic,NA,NA,6,0.090909091,0.068181818,0.013834131,0.173228346,0.062234795,0.333333333,-3.263239875,3.263239875,0.408514591,4,5,uv,1,1,high,high,345.0887254,1092.388462,747.2997366,NA,3,60,14_pc_60,2005,7,40,61,443,61 _ 2005
picnic_2005,F,2005,picnic,NA,NA,6,0.090909091,0.068181818,0.013834131,0.173228346,0.062234795,0.333333333,-3.263239875,3.263239875,0.408514591,4,5,uv,1,1,high,high,386.7699549,1185.599985,798.8300301,NA,3,60,14_pc_60,2005,7,40,61,552,61 _ 2005
town_2004,M,2004,town,183,44,6,0,0.055555556,0,0.124137931,0.052631579,NA,-2.007751938,2.007751938,0.053410069,1,0,dv,1,1,low,low,483.1796572,1867.314036,1384.134379,31.45759952,3,67,14_tw_67,2004,2,14,15,822,15 _ 2004
town_2004,F,2004,town,183,44,6,0,0.055555556,0,0.124137931,0.052631579,NA,-2.007751938,2.007751938,0.053410069,1,0,dv,1,1,low,low,399.333319,1666.605724,1267.272405,28.80164557,3,67,14_tw_67,2004,2,14,15,445,15 _ 2004
town_2004,M,2004,town,183,44,6,0,0.055555556,0,0.124137931,0.052631579,NA,-2.007751938,2.007751938,0.053410069,1,0,dv,1,1,low,low,414.7908826,1705.894187,1291.103304,29.34325692,3,67,14_tw_67,2004,2,14,15,220,15 _ 2004
town_2004,M,2004,town,183,44,6,0,0.055555556,0,0.124137931,0.052631579,NA,-2.007751938,2.007751938,0.053410069,1,0,dv,1,1,low,low,477.5232695,1883.330904,1405.807635,31.95017351,3,67,14_tw_67,2004,2,14,15,644,15 _ 2004
town_2004,F,2004,town,183,44,6,0,0.055555556,0,0.124137931,0.052631579,NA,-2.007751938,2.007751938,0.053410069,1,0,dv,1,1,low,low,382.7011973,1568.322172,1185.620975,26.94593124,3,67,14_tw_67,2004,2,14,15,739,15 _ 2004
town_2004,F,2004,town,183,44,6,0,0.055555556,0,0.124137931,0.052631579,NA,-2.007751938,2.007751938,0.053410069,1,0,dv,1,1,low,low,444.0197428,1817.0099,1372.990157,31.20432175,3,67,14_tw_67,2004,2,14,15,736,15 _ 2004
town_2007,M,2007,town,NA,NA,4,0.058823529,0.058823529,0,0.070247934,0.058823529,0,-1.24137931,1.24137931,5.32E-16,1,1,dv,0,0,high,high,843.9843131,2204.908837,1360.924524,NA,6,93,14_tw_93,2007,2,12,15,222,15 _ 2007
town_2007,M,2007,town,NA,NA,4,0.058823529,0.058823529,0,0.070247934,0.058823529,0,-1.24137931,1.24137931,5.32E-16,1,1,dv,0,0,high,high,843.9843131,2204.908837,1360.924524,NA,6,93,14_tw_93,2007,2,12,15,555,15 _ 2007
town_2007,M,2007,town,164,63,4,0.058823529,0.058823529,0,0.070247934,0.058823529,0,-1.24137931,1.24137931,5.32E-16,1,1,dv,0,0,high,high,377.7126508,2322.406781,1944.69413,30.8681608,6,93,14_tw_93,2007,2,12,15,421,15 _ 2007
river_2004,M,2004,river,181,46,3,0.066666667,0.088888889,0.089865018,0.1125,0.07154213,0.142857143,-3.681950509,3.681950509,0.14660109,5,15,dv,1,0,high,low,468.4478447,1697.917271,1229.469426,26.72759622,3,9,14_br_9,2004,1,27,50,311,50 _ 2004
river_2004,F,2004,river,181,46,3,0.066666667,0.088888889,0.089865018,0.1125,0.07154213,0.142857143,-3.681950509,3.681950509,0.14660109,5,15,dv,1,1,high,low,504.4875412,1593.545298,1089.057757,23.67516863,3,9,14_br_9,2004,1,27,50,909,50 _ 2004
river_2004,M,2004,river,181,46,3,0.066666667,0.088888889,0.089865018,0.1125,0.07154213,0.142857143,-3.681950509,3.681950509,0.14660109,5,15,dv,1,1,high,low,628.0554642,2011.56454,1383.509076,30.07628426,3,9,14_br_9,2004,1,27,50,386,50 _ 2004
river_2005,F,2005,river,NA,NA,3,0.02,0.04,0,0.093632959,0.02,0.333333333,-3.295508274,3.295508274,0.006500997,10,13,dv,0,0,low,high,559.7893276,1455.456568,895.6672404,NA,3,20,14_br_20,2005,5,37,70,704,70 _ 2005
river_2005,M,2005,river,179,48,3,0.02,0.04,0,0.093632959,0.02,0.333333333,-3.295508274,3.295508274,0.006500997,10,13,dv,1,1,low,high,347.3495272,1415.641793,1068.292266,22.25608887,3,20,14_br_20,2005,5,37,70,966,70 _ 2005
river_2005,M,2005,river,179,48,3,0.02,0.04,0,0.093632959,0.02,0.333333333,-3.295508274,3.295508274,0.006500997,10,13,dv,0,0,low,high,481.9435053,1784.477571,1302.534066,27.13612637,3,20,14_br_20,2005,5,37,70,938,70 _ 2005
picnic_2005,F,2005,picnic,189,38,3,0.068181818,0.022727273,0.020479391,0.15658363,0.06171108,0,-3.263239875,3.263239875,0.158596796,1,5,uv,1,1,high,high,434.1173222,1190.616957,756.4996348,19.90788513,3,60,14_pc_60,2005,7,40,95,519,95 _ 2005
picnic_2005,F,2005,picnic,189,38,3,0.068181818,0.022727273,0.020479391,0.15658363,0.06171108,0,-3.263239875,3.263239875,0.158596796,1,5,uv,0,0,high,high,441.9071168,1203.072653,761.1655362,20.03067201,3,60,14_pc_60,2005,7,40,95,536,95 _ 2005
picnic_2005,M,2005,picnic,189,38,3,0.068181818,0.022727273,0.020479391,0.15658363,0.06171108,0,-3.263239875,3.263239875,0.158596796,1,5,uv,1,1,high,high,463.4565844,1616.0962,1152.639616,30.33262146,3,60,14_pc_60,2005,7,40,95,936,95 _ 2005
picnic_2006,M,2006,picnic,195,32,5,0.18,0.22,0.084275456,0.078125,0.124378109,0.278947368,-2.857384442,2.857384442,0.792296642,27,30,uv,1,1,high,high,492.5861157,1138.73669,646.1505743,20.19220545,4,72,14_pc_72,2006,4,44,95,678,95 _ 2006
picnic_2006,M,2006,picnic,195,32,5,0.18,0.22,0.084275456,0.078125,0.124378109,0.278947368,-2.857384442,2.857384442,0.792296642,27,30,uv,0,0,high,high,488.1273519,1154.403135,666.2757831,20.82111822,4,72,14_pc_72,2006,4,44,95,217,95 _ 2006
picnic_2006,M,2006,picnic,195,32,5,0.18,0.22,0.084275456,0.078125,0.124378109,0.278947368,-2.857384442,2.857384442,0.792296642,27,30,uv,0,0,high,high,529.4191548,1225.17834,695.7591852,21.74247454,4,72,14_pc_72,2006,4,44,95,253,95 _ 2006
picnic_2006,M,2006,picnic,195,32,5,0.18,0.22,0.084275456,0.078125,0.124378109,0.278947368,-2.857384442,2.857384442,0.792296642,27,30,uv,1,0,high,high,457.217291,1092.397443,635.180152,19.84937975,4,72,14_pc_72,2006,4,44,95,312,95 _ 2006
picnic_2006,F,2006,picnic,195,32,5,0.18,0.22,0.084275456,0.078125,0.124378109,0.278947368,-2.857384442,2.857384442,0.792296642,27,30,uv,1,0,high,high,275.4208085,732.8213869,457.4005784,14.29376808,4,72,14_pc_72,2006,4,44,95,774,95 _ 2006
picnic_2007,M,2007,picnic,NA,NA,3,0.04,0.12,0.01747114,0.060827251,0.075757576,0.142857143,-3.635752688,3.635752688,0.034434893,8,3,uv,1,0,low,high,489.2586503,1441.080445,951.8217947,NA,5,53,14_pc_53,2007,1,47,95,716,95 _ 2007
picnic_2007,F,2007,picnic,NA,NA,3,0.04,0.12,0.01747114,0.060827251,0.075757576,0.142857143,-3.635752688,3.635752688,0.034434893,8,3,uv,1,1,low,high,380.791941,1222.631711,841.83977,NA,5,53,14_pc_53,2007,1,47,95,790,95 _ 2007
picnic_2007,F,2007,picnic,NA,NA,3,0.04,0.12,0.01747114,0.060827251,0.075757576,0.142857143,-3.635752688,3.635752688,0.034434893,8,3,uv,1,0,low,high,428.0838518,1313.711686,885.6278342,NA,5,53,14_pc_53,2007,1,47,95,167,95 _ 2007
picnic_2004,M,2004,picnic,192,35,3,0.095238095,0.166666667,0.171865213,0.040856031,0.047297297,0.036363636,-3.664136622,3.664136622,0.600716168,8,7,uv,1,0,high,high,543.6641516,1416.798919,873.1347674,24.94670764,2,44,14_pc_44,2004,2,33,21,550,21 _ 2004
picnic_2004,M,2004,picnic,192,35,3,0.095238095,0.166666667,0.171865213,0.040856031,0.047297297,0.036363636,-3.664136622,3.664136622,0.600716168,8,7,uv,1,1,high,high,527.0216592,1400.138293,873.1166338,24.94618954,2,44,14_pc_44,2004,2,33,21,410,21 _ 2004
picnic_2004,M,2004,picnic,192,35,3,0.095238095,0.166666667,0.171865213,0.040856031,0.047297297,0.036363636,-3.664136622,3.664136622,0.600716168,8,7,uv,1,0,high,high,534.6840477,1378.735097,844.0510493,24.11574427,2,44,14_pc_44,2004,2,33,21,147,21 _ 2004
picnic_2006,F,2006,picnic,184,43,7,0.06,0.06,0,0.073637703,0.106609808,0.2,-2.857384442,2.857384442,0.065770193,11,21,uv,1,1,high,high,337.0166468,1233.981887,896.9652402,20.85965675,4,52,14_pc_52,2006,3,44,21,130,21 _ 2006
picnic_2006,M,2006,picnic,184,43,7,0.06,0.06,0,0.073637703,0.106609808,0.2,-2.857384442,2.857384442,0.065770193,11,21,uv,0,0,high,high,464.3503516,1449.051248,984.7008964,22.90002085,4,52,14_pc_52,2006,3,44,21,299,21 _ 2006
picnic_2006,F,2006,picnic,179,48,7,0.06,0.06,0,0.073637703,0.106609808,0.2,-2.857384442,2.857384442,0.065770193,11,21,uv,1,1,high,high,283.504807,1287.097568,1003.592761,20.90818252,4,52,14_pc_52,2006,3,44,21,231,21 _ 2006
picnic_2006,M,2006,picnic,NA,NA,7,0.06,0.06,0,0.073637703,0.106609808,0.2,-2.857384442,2.857384442,0.065770193,11,21,uv,1,1,high,high,362.9888568,1167.910507,804.9216502,NA,4,52,14_pc_52,2006,3,44,21,813,21 _ 2006
picnic_2006,M,2006,picnic,184,43,7,0.06,0.06,0,0.073637703,0.106609808,0.2,-2.857384442,2.857384442,0.065770193,11,21,uv,1,1,high,high,499.8668887,1547.267781,1047.400892,24.35816029,4,52,14_pc_52,2006,3,44,21,846,21 _ 2006
picnic_2006,M,2006,picnic,184,43,7,0.06,0.06,0,0.073637703,0.106609808,0.2,-2.857384442,2.857384442,0.065770193,11,21,uv,0,0,high,high,456.105854,1427.697178,971.591324,22.59514707,4,52,14_pc_52,2006,3,44,21,897,21 _ 2006
