colony_year,pup_sex,pup_yrborn,pup_col_area,pup_emerjdate,aug15_emergence,pup_littersizeborn,indegree,outdegree,betweenness,outcloseness,incloseness,local_clustering,neg_ave_shortest_path,ave_shortest_path,eigenv,outstrength,instrength,valley,pup_summer_surv,pup_year_surv,yearly.pred.index,overall.index,pup_massjun,pup_massaug,mass_gain,mass_gain.day,mother_age,cluster,groupID,year,group_size,network_size,mother_uid,pup_uid,mother_year
picnic_2006,F,2006,picnic,195,32,5,0.043478261,0.065217391,0.08115942,0.1,0.022222222,0.1,-2.710543549,2.710543549,0.016109137,9,3,uv,0,0,high,high,446.6368616,1063.397272,616.7604104,19.27376283,NA,68,14_pc_68,2006,3,44,43,681,43 _ 2006
picnic_2006,F,2006,picnic,195,32,5,0.043478261,0.065217391,0.08115942,0.1,0.022222222,0.1,-2.710543549,2.710543549,0.016109137,9,3,uv,0,0,high,high,393.969044,975.281848,581.312804,18.16602513,NA,68,14_pc_68,2006,3,44,43,326,43 _ 2006
river_2002,F,2002,river,NA,NA,3,0.272727273,0.181818182,0.041414141,0.180327869,0.174603175,0.3,-1.876923077,1.876923077,0.766404901,3,7,dv,1,1,low,high,776.249555,1825.694088,1049.444533,NA,5,5,14_br_5,2002,11,14,18,947,18 _ 2002
river_2002,F,2002,river,177,50,3,0.272727273,0.181818182,0.041414141,0.180327869,0.174603175,0.3,-1.876923077,1.876923077,0.766404901,3,7,dv,0,0,low,high,604.839264,1985.325844,1380.48658,27.6097316,5,5,14_br_5,2002,11,14,18,827,18 _ 2002
river_2002,M,2002,river,177,50,3,0.272727273,0.181818182,0.041414141,0.180327869,0.174603175,0.3,-1.876923077,1.876923077,0.766404901,3,7,dv,1,1,low,high,609.6795383,2252.775539,1643.096001,32.86192001,5,5,14_br_5,2002,11,14,18,591,18 _ 2002
river_2003,M,2003,river,172,55,6,0.095238095,0.047619048,0.007823129,0.147887324,0.134615385,0,-2.501529052,2.501529052,0.030285879,1,4,dv,1,1,low,low,363.0958901,1763.316468,1400.220578,25.45855596,6,5,14_br_5,2003,8,27,18,323,18 _ 2003
river_2003,F,2003,river,172,55,6,0.095238095,0.047619048,0.007823129,0.147887324,0.134615385,0,-2.501529052,2.501529052,0.030285879,1,4,dv,1,1,low,low,386.1788579,1499.635713,1113.456855,20.24467009,6,5,14_br_5,2003,8,27,18,698,18 _ 2003
river_2003,F,2003,river,NA,NA,6,0.095238095,0.047619048,0.007823129,0.147887324,0.134615385,0,-2.501529052,2.501529052,0.030285879,1,4,dv,1,1,low,low,670.95071,1744.5874,1073.63669,NA,6,5,14_br_5,2003,8,27,18,673,18 _ 2003
river_2003,M,2003,river,NA,NA,6,0.095238095,0.047619048,0.007823129,0.147887324,0.134615385,0,-2.501529052,2.501529052,0.030285879,1,4,dv,1,1,low,low,734.4094203,1778.85317,1044.44375,NA,6,5,14_br_5,2003,8,27,18,129,18 _ 2003
river_2003,F,2003,river,NA,NA,6,0.095238095,0.047619048,0.007823129,0.147887324,0.134615385,0,-2.501529052,2.501529052,0.030285879,1,4,dv,1,1,low,low,641.8173845,1533.111472,891.2940875,NA,6,5,14_br_5,2003,8,27,18,373,18 _ 2003
river_2003,F,2003,river,172,55,6,0.095238095,0.047619048,0.007823129,0.147887324,0.134615385,0,-2.501529052,2.501529052,0.030285879,1,4,dv,1,1,low,low,369.751274,1551.39184,1181.640566,21.48437393,6,5,14_br_5,2003,8,27,18,529,18 _ 2003
river_2004,M,2004,river,178,49,4,0.176470588,0.117647059,0.016293449,0.386363636,0.2125,0.5,-1.887159533,1.887159533,0.22623793,3,4,dv,1,0,high,low,513.5157689,1923.756281,1410.240512,28.78041861,7,13,14_br_13,2004,4,27,18,394,18 _ 2004
river_2004,F,2004,river,178,49,4,0.176470588,0.117647059,0.016293449,0.386363636,0.2125,0.5,-1.887159533,1.887159533,0.22623793,3,4,dv,1,1,high,low,449.1608033,1646.093218,1196.932415,24.42719214,7,13,14_br_13,2004,4,27,18,459,18 _ 2004
river_2004,M,2004,river,178,49,4,0.176470588,0.117647059,0.016293449,0.386363636,0.2125,0.5,-1.887159533,1.887159533,0.22623793,3,4,dv,1,1,high,low,526.6795007,1806.831037,1280.151536,26.12554156,7,13,14_br_13,2004,4,27,18,531,18 _ 2004
river_2004,F,2004,river,178,49,4,0.176470588,0.117647059,0.016293449,0.386363636,0.2125,0.5,-1.887159533,1.887159533,0.22623793,3,4,dv,0,0,high,low,455.3784025,1640.319566,1184.941164,24.18247272,7,13,14_br_13,2004,4,27,18,311,18 _ 2004
river_2005,F,2005,river,180,47,4,0.058823529,0.117647059,0.073151091,0.144680851,0.149779736,0.066666667,-2.759381898,2.759381898,0.197882634,7,6,dv,1,1,low,high,493.2433875,1497.011933,1003.768546,21.35677756,8,1,14_br_1,2005,1,37,18,314,18 _ 2005
river_2005,M,2005,river,180,47,4,0.058823529,0.117647059,0.073151091,0.144680851,0.149779736,0.066666667,-2.759381898,2.759381898,0.197882634,7,6,dv,1,1,low,high,447.3918,1607.51014,1160.11834,24.68336894,8,1,14_br_1,2005,1,37,18,153,18 _ 2005
river_2005,F,2005,river,180,47,4,0.058823529,0.117647059,0.073151091,0.144680851,0.149779736,0.066666667,-2.759381898,2.759381898,0.197882634,7,6,dv,1,1,low,high,466.2547352,1436.439802,970.1850668,20.64223546,8,1,14_br_1,2005,1,37,18,746,18 _ 2005
river_2005,F,2005,river,180,47,4,0.058823529,0.117647059,0.073151091,0.144680851,0.149779736,0.066666667,-2.759381898,2.759381898,0.197882634,7,6,dv,0,0,low,high,519.6299586,1584.878315,1065.248356,22.66485865,8,1,14_br_1,2005,1,37,18,586,18 _ 2005
river_2006,M,2006,river,184,43,4,0.206896552,0.137931034,0.033541759,0.06888361,0.065022422,0.2,-2.171521036,2.171521036,0.796872437,14,27,dv,0,0,low,low,536.8831168,1583.013209,1046.130092,24.3286068,9,12,14_br_12,2006,7,35,18,234,18 _ 2006
river_2006,M,2006,river,184,43,4,0.206896552,0.137931034,0.033541759,0.06888361,0.065022422,0.2,-2.171521036,2.171521036,0.796872437,14,27,dv,1,0,low,low,495.4772528,1440.408037,944.9307842,21.97513452,9,12,14_br_12,2006,7,35,18,535,18 _ 2006
river_2006,F,2006,river,184,43,4,0.206896552,0.137931034,0.033541759,0.06888361,0.065022422,0.2,-2.171521036,2.171521036,0.796872437,14,27,dv,1,0,low,low,425.531355,1253.971183,828.439828,19.26604251,9,12,14_br_12,2006,7,35,18,494,18 _ 2006
river_2006,F,2006,river,184,43,4,0.206896552,0.137931034,0.033541759,0.06888361,0.065022422,0.2,-2.171521036,2.171521036,0.796872437,14,27,dv,1,0,low,low,428.5376207,1268.803116,840.2654953,19.54105803,9,12,14_br_12,2006,7,35,18,403,18 _ 2006
river_2007,M,2007,river,NA,NA,4,0.157894737,0.105263158,0,0.163793103,0.163793103,0.3,-2.016064257,2.016064257,0.210003255,5,26,dv,0,0,high,high,582.0565254,1578.608679,996.5521536,NA,10,14,14_br_14,2007,6,30,18,750,18 _ 2007
river_2007,F,2007,river,176,51,4,0.157894737,0.105263158,0,0.163793103,0.163793103,0.3,-2.016064257,2.016064257,0.210003255,5,26,uv,0,0,high,high,393.0599927,1544.842804,1151.782811,22.58397669,10,14,14_br_14,2007,6,30,18,581,18 _ 2007
river_2007,F,2007,river,NA,NA,4,0.157894737,0.105263158,0,0.163793103,0.163793103,0.3,-2.016064257,2.016064257,0.210003255,5,26,dv,0,0,high,high,623.0121726,1602.944178,979.9320054,NA,10,14,14_br_14,2007,6,30,18,295,18 _ 2007
river_2007,F,2007,river,176,51,4,0.157894737,0.105263158,0,0.163793103,0.163793103,0.3,-2.016064257,2.016064257,0.210003255,5,26,dv,0,0,high,high,389.5274019,1518.245837,1128.718435,22.13173402,10,14,14_br_14,2007,6,30,18,367,18 _ 2007
river_2008,F,2008,river,191,36,4,0.066666667,0.066666667,0,0.087209302,0.096774194,1,-1.88,1.88,0,1,2,dv,1,1,low,high,388.669713,1067.580809,678.911096,18.85864156,11,20,14_br_20,2008,2,25,18,649,18 _ 2008
river_2008,F,2008,river,185,42,4,0.066666667,0.066666667,0,0.087209302,0.096774194,1,-1.88,1.88,0,1,2,dv,1,1,low,high,506.2803035,1540.402304,1034.122001,24.62195239,11,20,14_br_20,2008,2,25,18,726,18 _ 2008
river_2008,M,2008,river,NA,NA,4,0.066666667,0.066666667,0,0.087209302,0.096774194,1,-1.88,1.88,0,1,2,dv,1,1,low,high,493.2159362,1459.525117,966.3091808,NA,11,20,14_br_20,2008,2,25,18,1048,18 _ 2008
river_2008,M,2008,river,NA,NA,4,0.066666667,0.066666667,0,0.087209302,0.096774194,1,-1.88,1.88,0,1,2,dv,0,0,low,high,410.8630721,1306.95357,896.0904979,NA,11,20,14_br_20,2008,2,25,18,463,18 _ 2008
picnic_2006,F,2006,picnic,203,24,4,0.217391304,0.086956522,0.07140057,0.082733813,0.146031746,0.241758242,-2.710543549,2.710543549,0.456767865,7,21,uv,0,0,high,high,537.1969194,1005.693318,468.4963986,19.52068328,4,72,14_pc_72,2006,4,44,65,751,65 _ 2006
picnic_2006,M,2006,picnic,203,24,4,0.217391304,0.086956522,0.07140057,0.082733813,0.146031746,0.241758242,-2.710543549,2.710543549,0.456767865,7,21,uv,1,1,high,high,541.0278238,1034.140073,493.1122492,20.54634372,4,72,14_pc_72,2006,4,44,65,520,65 _ 2006
picnic_2006,M,2006,picnic,203,24,4,0.217391304,0.086956522,0.07140057,0.082733813,0.146031746,0.241758242,-2.710543549,2.710543549,0.456767865,7,21,uv,1,1,high,high,574.4202611,1077.664769,503.2445079,20.96852116,4,72,14_pc_72,2006,4,44,65,773,65 _ 2006
picnic_2006,M,2006,picnic,NA,NA,4,0.217391304,0.086956522,0.07140057,0.082733813,0.146031746,0.241758242,-2.710543549,2.710543549,0.456767865,7,21,uv,1,0,high,high,263.0323597,926.4221962,663.3898365,NA,4,72,14_pc_72,2006,4,44,65,812,65 _ 2006
picnic_2010,M,2010,picnic,209,18,1,0.133333333,0.066666667,0,0.194805195,0.154639175,1,-2.740506329,2.740506329,0.131195352,3,3,uv,1,0,high,high,511.8744273,873.5093502,361.6349229,20.09082905,8,43,14_pc_43,2010,3,18,65,935,65 _ 2010
river_2004,M,2004,river,178,49,3,0.352941176,0.176470588,0.012550134,0.459459459,0.223684211,0.277777778,-1.887159533,1.887159533,0.447649497,9,18,dv,1,1,high,low,302.4997627,1357.003746,1054.503983,21.52048946,2,17,14_br_17,2004,1,27,17,804,17 _ 2004
river_2004,F,2004,river,178,49,3,0.352941176,0.176470588,0.012550134,0.459459459,0.223684211,0.277777778,-1.887159533,1.887159533,0.447649497,9,18,dv,1,0,high,low,320.4408808,1424.76275,1104.321869,22.537181,2,17,14_br_17,2004,1,27,17,290,17 _ 2004
river_2004,M,2004,river,178,49,3,0.352941176,0.176470588,0.012550134,0.459459459,0.223684211,0.277777778,-1.887159533,1.887159533,0.447649497,9,18,dv,1,1,high,low,429.5286499,1643.436654,1213.908004,24.77363274,2,17,14_br_17,2004,1,27,17,873,17 _ 2004
picnic_2004,M,2004,picnic,192,35,2,0.08,0.16,0.030494949,0.082781457,0.112107623,0.133333333,-3.261764706,3.261764706,0.477186723,4,4,uv,1,0,high,high,587.3868241,1495.35474,907.9679159,25.94194045,2,41,14_pc_41,2004,2,33,81,183,81 _ 2004
picnic_2004,M,2004,picnic,192,35,2,0.08,0.16,0.030494949,0.082781457,0.112107623,0.133333333,-3.261764706,3.261764706,0.477186723,4,4,uv,0,0,high,high,597.4040906,1481.02775,883.6236594,25.24639027,2,41,14_pc_41,2004,2,33,81,729,81 _ 2004
picnic_2005,F,2005,picnic,NA,NA,2,0.214285714,0.119047619,0.112577142,0.169354839,0.067851373,0.175824176,-3.229923922,3.229923922,0.719226477,16,18,uv,1,1,high,high,341.2952901,1073.278822,731.9835319,NA,3,60,14_pc_60,2005,7,40,81,480,81 _ 2005
picnic_2005,F,2005,picnic,NA,NA,2,0.214285714,0.119047619,0.112577142,0.169354839,0.067851373,0.175824176,-3.229923922,3.229923922,0.719226477,16,18,uv,1,1,high,high,329.5853697,1065.578196,735.9928263,NA,3,60,14_pc_60,2005,7,40,81,800,81 _ 2005
picnic_2006,M,2006,picnic,203,24,2,0.108695652,0.086956522,0.002175835,0.082142857,0.136498516,0.277777778,-2.710543549,2.710543549,0.341268108,9,8,uv,1,1,high,high,555.0667855,1018.741167,463.6743815,19.3197659,4,41,14_pc_41,2006,4,44,81,391,81 _ 2006
picnic_2006,M,2006,picnic,203,24,2,0.108695652,0.086956522,0.002175835,0.082142857,0.136498516,0.277777778,-2.710543549,2.710543549,0.341268108,9,8,uv,0,0,high,high,619.707934,1141.564488,521.856554,21.74402308,4,41,14_pc_41,2006,4,44,81,796,81 _ 2006
picnic_2007,F,2007,picnic,NA,NA,1,0.022222222,0.022222222,0.001981975,0.069767442,0.087040619,0,-3.654966393,3.654966393,0.010050334,1,1,uv,1,0,low,high,271.9768312,945.558579,673.5817478,NA,5,44,14_pc_44,2007,3,47,81,653,81 _ 2007
picnic_2005,F,2005,picnic,NA,NA,3,0.166666667,0.142857143,0.235574616,0.17721519,0.066985646,0.166666667,-3.229923922,3.229923922,0.59810312,14,30,uv,1,1,high,high,363.7176253,1098.740332,735.0227067,NA,3,60,14_pc_60,2005,7,40,83,980,83 _ 2005
picnic_2005,M,2005,picnic,NA,NA,3,0.166666667,0.142857143,0.235574616,0.17721519,0.066985646,0.166666667,-3.229923922,3.229923922,0.59810312,14,30,uv,1,1,high,high,409.0040176,1327.908975,918.9049574,NA,3,60,14_pc_60,2005,7,40,83,693,83 _ 2005
picnic_2005,M,2005,picnic,NA,NA,3,0.166666667,0.142857143,0.235574616,0.17721519,0.066985646,0.166666667,-3.229923922,3.229923922,0.59810312,14,30,uv,1,1,high,high,346.1801779,1178.655773,832.4755951,NA,3,60,14_pc_60,2005,7,40,83,976,83 _ 2005
picnic_2010,F,2010,picnic,209,18,3,0.066666667,0.066666667,0,0.066666667,0.066666667,0,-2.740506329,2.740506329,3.14E-17,2,2,uv,1,0,high,high,505.2267197,860.0624535,354.8357338,19.71309632,8,43,14_pc_43,2010,3,18,83,222,83 _ 2010
picnic_2010,M,2010,picnic,209,18,3,0.066666667,0.066666667,0,0.066666667,0.066666667,0,-2.740506329,2.740506329,3.14E-17,2,2,uv,1,0,high,high,435.2599683,764.648636,329.3886677,18.29937043,8,43,14_pc_43,2010,3,18,83,724,83 _ 2010
picnic_2010,F,2010,picnic,209,18,3,0.066666667,0.066666667,0,0.066666667,0.066666667,0,-2.740506329,2.740506329,3.14E-17,2,2,uv,0,0,high,high,494.1350752,858.9830728,364.8479976,20.2693332,8,43,14_pc_43,2010,3,18,83,569,83 _ 2010
picnic_2005,M,2005,picnic,NA,NA,6,0.095238095,0.071428571,0.013973512,0.173553719,0.066350711,0.333333333,-3.229923922,3.229923922,0.405284769,4,5,uv,1,1,high,high,406.5379406,1348.661648,942.1237074,NA,3,60,14_pc_60,2005,7,40,93,189,93 _ 2005
picnic_2005,M,2005,picnic,NA,NA,6,0.095238095,0.071428571,0.013973512,0.173553719,0.066350711,0.333333333,-3.229923922,3.229923922,0.405284769,4,5,uv,1,1,high,high,365.7347746,1240.631916,874.8971414,NA,3,60,14_pc_60,2005,7,40,93,302,93 _ 2005
picnic_2005,F,2005,picnic,NA,NA,6,0.095238095,0.071428571,0.013973512,0.173553719,0.066350711,0.333333333,-3.229923922,3.229923922,0.405284769,4,5,uv,1,1,high,high,386.7699549,1185.599985,798.8300301,NA,3,60,14_pc_60,2005,7,40,93,337,93 _ 2005
picnic_2005,F,2005,picnic,NA,NA,6,0.095238095,0.071428571,0.013973512,0.173553719,0.066350711,0.333333333,-3.229923922,3.229923922,0.405284769,4,5,uv,1,1,high,high,345.0887254,1092.388462,747.2997366,NA,3,60,14_pc_60,2005,7,40,93,160,93 _ 2005
picnic_2005,M,2005,picnic,NA,NA,6,0.095238095,0.071428571,0.013973512,0.173553719,0.066350711,0.333333333,-3.229923922,3.229923922,0.405284769,4,5,uv,1,1,high,high,429.8033873,1397.615337,967.8119497,NA,3,60,14_pc_60,2005,7,40,93,620,93 _ 2005
town_2004,F,2004,town,183,44,6,0,0.1,0,0.3125,0.090909091,NA,-1.644444444,1.644444444,0.053318514,1,0,dv,1,1,low,low,399.333319,1666.605724,1267.272405,28.80164557,3,67,14_tw_67,2004,2,14,7,522,7 _ 2004
town_2004,M,2004,town,183,44,6,0,0.1,0,0.3125,0.090909091,NA,-1.644444444,1.644444444,0.053318514,1,0,dv,1,1,low,low,483.1796572,1867.314036,1384.134379,31.45759952,3,67,14_tw_67,2004,2,14,7,609,7 _ 2004
town_2004,F,2004,town,183,44,6,0,0.1,0,0.3125,0.090909091,NA,-1.644444444,1.644444444,0.053318514,1,0,dv,1,1,low,low,382.7011973,1568.322172,1185.620975,26.94593124,3,67,14_tw_67,2004,2,14,7,922,7 _ 2004
town_2004,F,2004,town,183,44,6,0,0.1,0,0.3125,0.090909091,NA,-1.644444444,1.644444444,0.053318514,1,0,dv,1,1,low,low,444.0197428,1817.0099,1372.990157,31.20432175,3,67,14_tw_67,2004,2,14,7,665,7 _ 2004
town_2004,M,2004,town,183,44,6,0,0.1,0,0.3125,0.090909091,NA,-1.644444444,1.644444444,0.053318514,1,0,dv,1,1,low,low,477.5232695,1883.330904,1405.807635,31.95017351,3,67,14_tw_67,2004,2,14,7,914,7 _ 2004
town_2004,M,2004,town,183,44,6,0,0.1,0,0.3125,0.090909091,NA,-1.644444444,1.644444444,0.053318514,1,0,dv,1,1,low,low,414.7908826,1705.894187,1291.103304,29.34325692,3,67,14_tw_67,2004,2,14,7,806,7 _ 2004
town_2007,M,2007,town,164,63,4,0.090909091,0.090909091,0,0.099099099,0.090909091,0,-1.15,1.15,1.15E-16,1,1,dv,0,0,high,high,377.7126508,2322.406781,1944.69413,30.8681608,6,93,14_tw_93,2007,2,12,7,822,7 _ 2007
town_2007,M,2007,town,NA,NA,4,0.090909091,0.090909091,0,0.099099099,0.090909091,0,-1.15,1.15,1.15E-16,1,1,dv,0,0,high,high,843.9843131,2204.908837,1360.924524,NA,6,93,14_tw_93,2007,2,12,7,621,7 _ 2007
town_2007,M,2007,town,NA,NA,4,0.090909091,0.090909091,0,0.099099099,0.090909091,0,-1.15,1.15,1.15E-16,1,1,dv,0,0,high,high,843.9843131,2204.908837,1360.924524,NA,6,93,14_tw_93,2007,2,12,7,807,7 _ 2007
river_2004,M,2004,river,181,46,3,0.176470588,0.117647059,0,0.5,0.191011236,0.3,-1.887159533,1.887159533,0.145319362,3,15,dv,1,0,high,low,468.4478447,1697.917271,1229.469426,26.72759622,3,9,14_br_9,2004,1,27,73,471,73 _ 2004
river_2004,M,2004,river,181,46,3,0.176470588,0.117647059,0,0.5,0.191011236,0.3,-1.887159533,1.887159533,0.145319362,3,15,dv,1,1,high,low,628.0554642,2011.56454,1383.509076,30.07628426,3,9,14_br_9,2004,1,27,73,387,73 _ 2004
river_2004,F,2004,river,181,46,3,0.176470588,0.117647059,0,0.5,0.191011236,0.3,-1.887159533,1.887159533,0.145319362,3,15,dv,1,1,high,low,504.4875412,1593.545298,1089.057757,23.67516863,3,9,14_br_9,2004,1,27,73,385,73 _ 2004
river_2005,M,2005,river,179,48,3,0.029411765,0.058823529,0,0.151785714,0.029411765,0.333333333,-2.759381898,2.759381898,0.00586562,10,13,dv,1,1,low,high,347.3495272,1415.641793,1068.292266,22.25608887,3,20,14_br_20,2005,5,37,32,640,32 _ 2005
river_2005,F,2005,river,NA,NA,3,0.029411765,0.058823529,0,0.151785714,0.029411765,0.333333333,-2.759381898,2.759381898,0.00586562,10,13,dv,0,0,low,high,559.7893276,1455.456568,895.6672404,NA,3,20,14_br_20,2005,5,37,32,161,32 _ 2005
river_2005,M,2005,river,179,48,3,0.029411765,0.058823529,0,0.151785714,0.029411765,0.333333333,-2.759381898,2.759381898,0.00586562,10,13,dv,0,0,low,high,481.9435053,1784.477571,1302.534066,27.13612637,3,20,14_br_20,2005,5,37,32,499,32 _ 2005
picnic_2005,F,2005,picnic,189,38,3,0.071428571,0.023809524,0.020565433,0.156716418,0.0657277,0,-3.229923922,3.229923922,0.156765277,1,5,uv,1,1,high,high,434.1173222,1190.616957,756.4996348,19.90788513,3,60,14_pc_60,2005,7,40,62,1020,62 _ 2005
picnic_2005,F,2005,picnic,189,38,3,0.071428571,0.023809524,0.020565433,0.156716418,0.0657277,0,-3.229923922,3.229923922,0.156765277,1,5,uv,0,0,high,high,441.9071168,1203.072653,761.1655362,20.03067201,3,60,14_pc_60,2005,7,40,62,426,62 _ 2005
picnic_2005,M,2005,picnic,189,38,3,0.071428571,0.023809524,0.020565433,0.156716418,0.0657277,0,-3.229923922,3.229923922,0.156765277,1,5,uv,1,1,high,high,463.4565844,1616.0962,1152.639616,30.33262146,3,60,14_pc_60,2005,7,40,62,1008,62 _ 2005
picnic_2006,F,2006,picnic,195,32,5,0.195652174,0.239130435,0.07794834,0.085027726,0.141975309,0.278947368,-2.710543549,2.710543549,0.791925168,27,30,uv,1,0,high,high,275.4208085,732.8213869,457.4005784,14.29376808,4,72,14_pc_72,2006,4,44,62,382,62 _ 2006
picnic_2006,M,2006,picnic,195,32,5,0.195652174,0.239130435,0.07794834,0.085027726,0.141975309,0.278947368,-2.710543549,2.710543549,0.791925168,27,30,uv,1,0,high,high,457.217291,1092.397443,635.180152,19.84937975,4,72,14_pc_72,2006,4,44,62,735,62 _ 2006
picnic_2006,M,2006,picnic,195,32,5,0.195652174,0.239130435,0.07794834,0.085027726,0.141975309,0.278947368,-2.710543549,2.710543549,0.791925168,27,30,uv,0,0,high,high,488.1273519,1154.403135,666.2757831,20.82111822,4,72,14_pc_72,2006,4,44,62,600,62 _ 2006
picnic_2006,M,2006,picnic,195,32,5,0.195652174,0.239130435,0.07794834,0.085027726,0.141975309,0.278947368,-2.710543549,2.710543549,0.791925168,27,30,uv,1,1,high,high,492.5861157,1138.73669,646.1505743,20.19220545,4,72,14_pc_72,2006,4,44,62,376,62 _ 2006
picnic_2006,M,2006,picnic,195,32,5,0.195652174,0.239130435,0.07794834,0.085027726,0.141975309,0.278947368,-2.710543549,2.710543549,0.791925168,27,30,uv,0,0,high,high,529.4191548,1225.17834,695.7591852,21.74247454,4,72,14_pc_72,2006,4,44,62,614,62 _ 2006
picnic_2007,M,2007,picnic,NA,NA,3,0.044444444,0.133333333,0.02161833,0.079928952,0.088932806,0.142857143,-3.654966393,3.654966393,0.034570442,8,3,uv,1,0,low,high,489.2586503,1441.080445,951.8217947,NA,5,53,14_pc_53,2007,1,47,62,101,62 _ 2007
picnic_2007,F,2007,picnic,NA,NA,3,0.044444444,0.133333333,0.02161833,0.079928952,0.088932806,0.142857143,-3.654966393,3.654966393,0.034570442,8,3,uv,1,0,low,high,428.0838518,1313.711686,885.6278342,NA,5,53,14_pc_53,2007,1,47,62,526,62 _ 2007
picnic_2007,F,2007,picnic,NA,NA,3,0.044444444,0.133333333,0.02161833,0.079928952,0.088932806,0.142857143,-3.654966393,3.654966393,0.034570442,8,3,uv,1,1,low,high,380.791941,1222.631711,841.83977,NA,5,53,14_pc_53,2007,1,47,62,906,62 _ 2007
picnic_2004,M,2004,picnic,192,35,3,0.12,0.24,0.179892496,0.087108014,0.101214575,0.055555556,-3.261764706,3.261764706,0.556914409,7,6,uv,1,1,high,high,527.0216592,1400.138293,873.1166338,24.94618954,2,44,14_pc_44,2004,2,33,78,910,78 _ 2004
picnic_2004,M,2004,picnic,192,35,3,0.12,0.24,0.179892496,0.087108014,0.101214575,0.055555556,-3.261764706,3.261764706,0.556914409,7,6,uv,1,0,high,high,543.6641516,1416.798919,873.1347674,24.94670764,2,44,14_pc_44,2004,2,33,78,447,78 _ 2004
picnic_2004,M,2004,picnic,192,35,3,0.12,0.24,0.179892496,0.087108014,0.101214575,0.055555556,-3.261764706,3.261764706,0.556914409,7,6,uv,1,0,high,high,534.6840477,1378.735097,844.0510493,24.11574427,2,44,14_pc_44,2004,2,33,78,175,78 _ 2004
picnic_2006,M,2006,picnic,184,43,7,0.065217391,0.065217391,0,0.079722704,0.119791667,0.2,-2.710543549,2.710543549,0.065833622,11,21,uv,0,0,high,high,464.3503516,1449.051248,984.7008964,22.90002085,4,52,14_pc_52,2006,3,44,78,711,78 _ 2006
picnic_2006,M,2006,picnic,NA,NA,7,0.065217391,0.065217391,0,0.079722704,0.119791667,0.2,-2.710543549,2.710543549,0.065833622,11,21,uv,1,1,high,high,362.9888568,1167.910507,804.9216502,NA,4,52,14_pc_52,2006,3,44,78,361,78 _ 2006
picnic_2006,F,2006,picnic,179,48,7,0.065217391,0.065217391,0,0.079722704,0.119791667,0.2,-2.710543549,2.710543549,0.065833622,11,21,uv,1,1,high,high,283.504807,1287.097568,1003.592761,20.90818252,4,52,14_pc_52,2006,3,44,78,408,78 _ 2006
picnic_2006,M,2006,picnic,184,43,7,0.065217391,0.065217391,0,0.079722704,0.119791667,0.2,-2.710543549,2.710543549,0.065833622,11,21,uv,0,0,high,high,456.105854,1427.697178,971.591324,22.59514707,4,52,14_pc_52,2006,3,44,78,945,78 _ 2006
picnic_2006,F,2006,picnic,184,43,7,0.065217391,0.065217391,0,0.079722704,0.119791667,0.2,-2.710543549,2.710543549,0.065833622,11,21,uv,1,1,high,high,337.0166468,1233.981887,896.9652402,20.85965675,4,52,14_pc_52,2006,3,44,78,991,78 _ 2006
picnic_2006,F,2006,picnic,NA,NA,7,0.065217391,0.065217391,0,0.079722704,0.119791667,0.2,-2.710543549,2.710543549,0.065833622,11,21,uv,0,0,high,high,444.3898587,1299.988774,855.5989153,NA,4,52,14_pc_52,2006,3,44,78,437,78 _ 2006
picnic_2006,M,2006,picnic,184,43,7,0.065217391,0.065217391,0,0.079722704,0.119791667,0.2,-2.710543549,2.710543549,0.065833622,11,21,uv,1,1,high,high,499.8668887,1547.267781,1047.400892,24.35816029,4,52,14_pc_52,2006,3,44,78,218,78 _ 2006
picnic_2007,F,2007,picnic,193,34,6,0.088888889,0.133333333,0.022924348,0.08302583,0.090725806,0.266666667,-3.654966393,3.654966393,0.478034324,11,8,uv,1,1,low,high,440.2603977,1186.428327,746.1679293,21.94611557,5,52,14_pc_52,2007,3,47,78,926,78 _ 2007
picnic_2007,F,2007,picnic,193,34,6,0.088888889,0.133333333,0.022924348,0.08302583,0.090725806,0.266666667,-3.654966393,3.654966393,0.478034324,11,8,uv,1,1,low,high,519.999702,1310.981101,790.981399,23.26415879,5,52,14_pc_52,2007,3,47,78,226,78 _ 2007
picnic_2007,M,2007,picnic,193,34,6,0.088888889,0.133333333,0.022924348,0.08302583,0.090725806,0.266666667,-3.654966393,3.654966393,0.478034324,11,8,uv,1,0,low,high,466.681638,1160.267207,693.585569,20.39957556,5,52,14_pc_52,2007,3,47,78,289,78 _ 2007
picnic_2007,F,2007,picnic,193,34,6,0.088888889,0.133333333,0.022924348,0.08302583,0.090725806,0.266666667,-3.654966393,3.654966393,0.478034324,11,8,uv,1,1,low,high,382.7447879,1082.51868,699.7738921,20.58158506,5,52,14_pc_52,2007,3,47,78,543,78 _ 2007
picnic_2007,F,2007,picnic,193,34,6,0.088888889,0.133333333,0.022924348,0.08302583,0.090725806,0.266666667,-3.654966393,3.654966393,0.478034324,11,8,uv,1,1,low,high,491.7248567,1210.677906,718.9530493,21.14567792,5,52,14_pc_52,2007,3,47,78,1000,78 _ 2007
picnic_2007,F,2007,picnic,NA,NA,6,0.088888889,0.133333333,0.022924348,0.08302583,0.090725806,0.266666667,-3.654966393,3.654966393,0.478034324,11,8,uv,1,1,low,high,364.7590779,1283.19076,918.4316821,NA,5,52,14_pc_52,2007,3,47,78,613,78 _ 2007
